publisher_name,sinta_grade,article_title,authors,abstract,keywords,pub_date,article_url,doi,oai_identifier
Program Studi Pendidikan Fisika FKIP Universitas Jambi,3,EFFECTIVENESS OF PHYSICS INTERACTIVE LEARNING MEDIA IN IMPROVING LEARNERS’S SCIENCE LITERACY SKILLS: SYSTEMATIC LITERATURE,"Andriyani, Dwi Rika; Sari, Kholifa Atika; Putri, Prima Isma; Desnita, Desnita; Usmeldi, Usmeldi","This study reviews the literature in an effort to determine how well students' science literacy can be raised by utilizing interactive learning resources for physics. Understanding scientific ideas, using science knowledge in daily situations, and analyzing and resolving science-related issues are all components of science literacy. This study has identified and analyzed a variety of interactive learning media, including interactive magazines, interactive kinematics learning applications, interactive electronic learner worksheet based on LiveWorksheets, Higher Order Thingking Skill-based interactive modules, and learning videos based on the 5E learning cycle model. The study's findings show that interactive learning media can be a very useful tool for teaching physics, but its effectiveness depends largely on how well it is implemented, how well the design of the instruction is done, and how well the learning environment supports the student.",Interactive Learning Media; Physics Learning; Science Literacy; Media Pembelajaran Interaktif; Pembelajaran Fisika; Literasi Sains,2024-12-13,https://online-journal.unja.ac.id/EDP/article/view/35136,10.59052/edufisika.v9i3.35136,oai:ojs.pkp.sfu.ca:article/35136
Program Studi Pendidikan Fisika FKIP Universitas Jambi,3,THE EFFECT OF FREQUENCY ON THE ELASTIC PROPERTIES OF MATERIALS,"Maiyena, Sri; Ayop, Shahrul Kadri; Daud, Anis Nazihah Mat","The elastic properties measurement of materials is important to determine their potential application in industries. Hence, the effect of frequency on the elastic properties is crucial in estimating the material's behavior with the change of frequency. Thus, this study was conducted to determine the effect of frequency on the elastic properties of materials. Five parameters of elastic materials were found in this study: bulk modulus, shear modulus, longitudinal modulus, Young's modulus, and lame constant. The elastic properties of three samples; stainless steel, aluminium and PMMA were measured for 2.25 MHz, 5 MHz and 10 MHz frequency. The method used is non-destructive testing using pulse-echo ultrasound techniques. The findings indicated that the longitudinal modulus, Young's modulus, shear modulus, bulk modulus, and lame constant of all samples are constant as the frequency increased from 2.25 MHz to 10 MHz. In conclusion, the elastic properties of a material are independent to the change of frequency.",Elastic Properties; Frequency; Ultrasonic Pulse-Echo Technique,2024-08-26,https://online-journal.unja.ac.id/EDP/article/view/36578,10.59052/edufisika.v9i2.36578,oai:ojs.pkp.sfu.ca:article/36578
Program Studi Pendidikan Fisika FKIP Universitas Jambi,3,DETERMINATION OF EARTH'S GRAVITATIONAL ACCELERATION USING PHET SIMULATION MEDIA WITH A WEIGHTED AVERAGE TECHNIQUE,"Saumarachmawati, Putri Ani; Toifur, Moh","The value of gravitational acceleration (g) varies across different locations depending on the distance from the surface to the Earth's center of mass. Additionally, the value of ggg is influenced by the data processing method employed. This study aims to determine the Earth's gravitational acceleration in the Banten region using a pendulum assisted by the Phet pendulum-lab simulation. The experiment was conducted using two methods: the average technique and the weighted average technique. For the average technique, the period was measured 10 times for a string length of 80 cm. For the weighted average technique, the period of the pendulum swing was measured at varying string lengths from 80 to 100 cm, with five variations, each measured 10 times. The results of the study showed that the gravitational acceleration determined using the average technique was 9.72 ± 0.28 m/s², while the weighted average technique yielded 9.78 ± 0.08 m/s². With the reference value of gravitational acceleration being 9.80 m/s², the weighted average technique successfully corrected the relative error from 0.82% to none. Moreover, the determination of gravitational acceleration using the weighted average technique produced more accurate results compared to the average technique. This study also confirms that the PhET simulation is an effective and reliable tool for measuring gravitational acceleration, particularly when physical experimental conditions are less than ideal. The weighted average technique significantly contributes to improving measurement precision, making it valuable for both physics research and education","percepatan gravitasi, pendulum, simulasi PhET, teknik rata-rata, teknik rata-rata berbobot; Average Technique; Gravitational Acceleration; Pendulum; Phet Simulation; Weighted Average Technique",2024-12-22,https://online-journal.unja.ac.id/EDP/article/view/36705,10.59052/edufisika.v9i3.36705,oai:ojs.pkp.sfu.ca:article/36705
Program Studi Pendidikan Fisika FKIP Universitas Jambi,3,THE FEASIBILITY AND PRACTICALITY OF SIMPLE FOUNTAIN DEMONSTRATION TOOLS ON BOYLE'S LAW MATERIAL,"Kurduka, Dewi Yana; Reski, Andi; Palittin, Ivylentine Datu; Nhu Le, Nguyen","This study aims to test the feasibility and practicality of the developed product. The product developed is a simple fountain teaching aid related to the concept of Boyle's Law material. The product developed in the study uses a 4D model consisting of four stages, namely define, design, develop, and disseminate. The instruments used in collecting data are in the form of a feasibility questionnaire and a practicality questionnaire. The feasibility of the product is assessed by 3 experts while the practicality of the product is assessed by 3 validators. And based on the response test of 36 high school students in grade X to describe student responses to the product. The results of the validator's assessment show that the product developed is very feasible while the results of the student response test show that the product developed is very practical. So it can be concluded that the product developed in this study in the form of a simple fountain teaching aid is feasible and practical to use in the physics learning process of high school in grade X.","Teaching Aid, Simple Fountain, Feasible, Practical; Practical; Props; Simple Fountain; Worthwhile",2024-08-27,https://online-journal.unja.ac.id/EDP/article/view/36801,10.59052/edufisika.v9i2.36801,oai:ojs.pkp.sfu.ca:article/36801
Program Studi Pendidikan Fisika FKIP Universitas Jambi,3,DEVELOPMENT OF STUDENT WORKSHEETS INTEGRATED WITH PBL-STEM ON TEMPERATURE AND HEAT MATERIAL,"Rochman, Syaiful; Algiranto, Algiranto; Ekasari, Aprilita; Turaqulov, Botir T","The purpose of this study is to create a Problem Based Learning approach integrated with Science, Technology, Engineering, and Mathematics (STEM), especially in the field of Physics. The goal is to improve students' creative thinking skills in learning about temperature and heat. The resulting Student Worksheets will be designed to be valid, practical, and effective. This study involves research and development activities using a 4-D model consisting of the stages of definition, design, development, and dissemination. This research was conducted at SMP Muhammadiyah Kartosentanan in the 2023/2024 academic year. Data collection was carried out through the use of validation sheets, student questionnaires, and test devices. Furthermore, data was collected using the N-Gain formula. PBL-STEM-based student worksheets were considered valid by the media validator with an agreement of 96%, the material validator 89%, and the instrument validator 95%. The feasibility analysis shows that the PBL-STEM-based student worksheets produced are very practical for students to use, as evidenced by the N-Gain results of 0.92 with a high category. This study concludes that the student worksheets developed based on PBL-STEM are valid, practical, and useful in improving students' creative thinking skills",Creative Thinking; PBL-STEM; Worksheet,2024-08-27,https://online-journal.unja.ac.id/EDP/article/view/36817,10.59052/edufisika.v9i2.36817,oai:ojs.pkp.sfu.ca:article/36817
Program Studi Pendidikan Fisika FKIP Universitas Jambi,3,ANALYSIS OF TEMPORAL VARIABILITY OF TIDEs AT STASIUN PASANG SURUT MAUMERE ON JANUARY 2023,"Saumarachmawati, Putri Ani; Pramudya, Yudhiakto","Tides is caused by the gravitational forces of celestial bodies such as the sun and moon, lead to fluctuations in sea level on Earth. This study analyzes the frequency and height of tides measured by the Maumere tidal station (Stasiun pasang Surut Maumere) from January 12 to 14, 2023, comparing observed changes with theoretical predictions. The Fast Fourier Transformation (FFT) method, implemented via Microsoft Excel, was employed to dissect the tidal signal into its frequency components. Results indicate that the Maumere sea exhibits a diurnal tide cycle with an average height of 1.57 m during the observation period. The observed maximum tidal height change was 0.76 m, while the theoretical prediction, based on the Earth-moon distance of 0.37 million km on January 14, was 0.6 m. The root mean square error (RMSE) between observed and predicted tidal heights was 0.34 cm. This analysis demonstrates that FFT can effectively characterize tidal frequencies and contributes to the understanding of tidal behaviors, enhancing predictive models in oceanography.",Fast Fourier Transform; Maumere; Temporal variability; Tides; pasang surut; Maumere; FFT,2025-03-25,https://online-journal.unja.ac.id/EDP/article/view/36825,10.59052/edufisika.v10i1.36825,oai:ojs.pkp.sfu.ca:article/36825
Program Studi Pendidikan Fisika FKIP Universitas Jambi,3,DIFFERENCES IN FORMATIVE ASSESSMENT RESULTS OF BASIC PHYSICS 2 STUDENTS IN OFFLINE AND ONLINE LECTURES ON SPECIAL RELATIVITY THEORY MATERIAL,"Juita, Dewi; M, Yusmaridi; Guchi, Rani Amelia; Supriyadi, Supriyadi; David, Andrew","The research was motivated by the Galodo disaster that occurred in Tanah Datar district. This disaster has an impact on the implementation of basic physics 2 lectures at UIN Mahmud Yunus Batusangkar which must be carried out online using the Zoom application. The research was conducted on two different campuses, namely 2nd semester students at UIN Mahmud Yunus Batusangkar and UIN Imam Bonjol Padang. This study aims to determine whether there are differences in the results of formative assessments of students who conduct online and offline lectures by chatting with lecturers, teaching methods, and teaching media. This research was analyzed using a quantitative approach with a control group posttest only design. The instrument used is a formative question on special relativity material in essay form. The results of the study were analyzed using an independent sample t test which resulted in a 2 tailed sig value (0.269) &gt; 0.05 which indicates that there is no difference in the results of students' basic physics formative assessment between students who conduct online and offline lectures on special relativity theory material. The average formative score of students is also not much different in both samples. The use of appropriate lecture methods, strategies, and media needs to be improved in basic physics 2 lectures.","Offline, Online, Special Relativity Theory; Offline, Online, Teori Relativitas Khusus",2024-08-27,https://online-journal.unja.ac.id/EDP/article/view/36830,10.59052/edufisika.v9i2.36830,oai:ojs.pkp.sfu.ca:article/36830
Program Studi Pendidikan Fisika FKIP Universitas Jambi,3,DEVELOPING INTERACTIVE LEARNING VIDEOS TO IMPROVE PHYSICS LEARNING OUTCOMES,"Ayuningsih, Feby; Ariani, Tri; Lovisia, Endang; Rochman, Syaiful; Afras, Abderrachid",,Development; Interactive Learning Video; Physics Learning,2024-08-27,https://online-journal.unja.ac.id/EDP/article/view/36831,10.59052/edufisika.v9i2.36831,oai:ojs.pkp.sfu.ca:article/36831
Program Studi Pendidikan Fisika FKIP Universitas Jambi,3,SCIENTIFIC REASONING ABILITY OF CLASS XI STUDENTS OF SMA NEGERI 1 SINDUE TOMBUSABORA ON DYNAMIC FLUID MATTER,"Isnawati, Isnawati; Sandi, Mohamad; Werdhian, I Komang; Giorgadze, Irma","The purpose of this research is to determine the scientific reasoning abilities of students of state high school 1Sindue Tombusabora on dynamic fluid material. This type of research is qualitative research. The research respondents were 15 students out of 20 class XI Mathematics and Science 2 students at state high school 1 Sindue Tombusabora for the 2022/2023 academic year. The technique for taking respondents in this study used a purposive sampling area. The results of this study indicate that students' scientific reasoning on dynamic fluid material is still relatively low. This is evidenced by the category that students get the most in each scientific reasoning. In the pattern of correlation reasoning, students are in the No relationship (NR) category where most students are at (level 2) of the maximum (level 4) which means that students' correlation reasoning abilities to connect two problems or causation are still low. Then in the proportional reasoning pattern, most students are in the TM (no answer) category, where students do not answer questions, which means students empty answers (level 0). This means that the ability of students to provide answers to problems involving comparisons is still low.","Abilities of Students; Fluid Dynamics; Student Scientific Reasoning; Penalaran Ilmiah Siswa, Kemampuan Siswa, Dinamika Fluida",2024-08-27,https://online-journal.unja.ac.id/EDP/article/view/36833,10.59052/edufisika.v9i2.36833,oai:ojs.pkp.sfu.ca:article/36833
Program Studi Pendidikan Fisika FKIP Universitas Jambi,3,IDENTIFICATION OF MISCONCEPTIONS ON THE MATERIAL OF SOUND WAVES USING THE FOUR TIER DIAGNOSTIC TEST IN TOLITOLI REGENCY,"Azahra, Hafidza; Pasaribu, Marungkil; Haeruddin, Haeruddin; Zaky, Muhammad; Supriyadi, Supriyadi; Worku, Hassen","This research aims to describe the misconceptions that occur in sound wave material in Class VIII Public Middle School Tolitoli Regency by using a four-tier diagnostic test. This type of research is descriptive qualitative. The subjects in this study were 60 students from class VIII of Public Middle School 2 Tolitoli, junior high school Negeri 5 Tolitoli, and Public Middle School 8 Tolitoli. Determination of respondents using a purposive sampling technique, namely by taking respondents who experienced the highest misconceptions as many as 10 students. The results showed that the misconceptions that occurred in students of Public Middle Schools in Tolitoli Regency with low misconception criteria, namely at 27%, The identification results showed that students of Public Middle Schools in Tolitoli had understood the concept of sound waves well so that the results achieved were based on the misconception criteria, namely low.","Four Tier Diagnostic Test; Identification Misconceptions; Sound Waves; Kesalahpahaman Identifikasi, Uji Diagnostik Empat Tingkat, Gelombang Suara",2024-08-27,https://online-journal.unja.ac.id/EDP/article/view/36839,10.59052/edufisika.v9i2.36839,oai:ojs.pkp.sfu.ca:article/36839
Program Studi Pendidikan Fisika FKIP Universitas Jambi,3,ANALYSIS OF THE QUALITY OF PHYSICS TEXTBOOKS IN THE 2013 CURRICULUM AND THE INDEPENDENT CURRICULUM,"Jaya Putra, Don; Algiranto, Algiranto; Ekasari, Aprilita; Inyang, Francis","Similar things have also been done to support the implementation of the previous curriculum, namely the School Unit Level Curriculum and the 2023 Curriculum. This study aims to compare the quality of physics textbooks recognized by the Government in the 2013 Curriculum and the Independent Curriculum. The textbooks used as samples in this study are the 11th grade physics textbooks based on the 2013 Curriculum written by Sunardi, Paramitha Retno P., and Andreas B. Dermawan in 2016 published by Yrama Widya and the physics textbooks based on the Independent Curriculum written by Marianna Magdalena Radjawane, Alvius Tinambunan and, Suntar Jono in 2022 published by the Ministry of Education, Culture, Research, and Technology. This study uses a qualitative research approach, through literature studies. Data collection was carried out by tracing various library sources related to physics teaching materials for class XI semester I. Data processing was carried out using a comparative descriptive method which includes the method of presenting material, depth of material, novelty of content and evaluation instruments. From the results of the analysis, it was found that the physics textbook for class XI of the 2013 curriculum had better quality compared to the physics textbook for class XI of the Merdeka Curriculum both in terms of indicators of material presentation, depth of material, novelty of content and evaluation instruments.","Analysis; quality; textbooks; curriculum; Analisis, kualitas, buku ajar, kurikulum",2024-08-29,https://online-journal.unja.ac.id/EDP/article/view/36876,10.59052/edufisika.v9i2.36876,oai:ojs.pkp.sfu.ca:article/36876
Program Studi Pendidikan Fisika FKIP Universitas Jambi,3,THE RELATIONSHIP BETWEEN SOCIAL ATTITUDE AND ETHICS OF ASSOCIATION WITH THE MORALS OF PHYSICS EDUCATION STUDENTS,"Nuraeni, Nuraeni; Inthaud, Kullawat","This study aims to describe how social attitudes, ethics of socializing, and noble morals, and whether there is a significant relationship between social attitudes and ethics of socializing with noble morals of physics education students. This study is a quantitative descriptive study. The sample of this study was 88 physics education students. The data analysis techniques used were descriptive statistics and inferential statistics for hypothesis testing. Based on the results of the study and descriptive analysis, the average score of social attitudes was 60.23 and the average score of social ethics was 65.26, each score was in the sufficient category, where seen from the most dominant assessment indicators, attitudes can be learned, and attitudes can change with an average value of 289.25, for social ethics, the most dominant assessment indicator was understanding and applying ethics with an average value of 297.75, and the average score of morals of physics education students was 65.67 which was also in the sufficient category, where seen from the most dominant assessment indicators, it was education with an average value of 317. The results of the inferential analysis showed that the Fcount value was 2624.45 while the Ftable at a significance level of 5% was 3.13. Thus, the Fcount value is much greater than the Ftable value, meaning that there is a significant relationship between social attitudes and social ethics with the morals of physics education students.",Akhlakul Karimah; Physics Education; Social Attitude; Social Ethics,2024-08-30,https://online-journal.unja.ac.id/EDP/article/view/36934,10.59052/edufisika.v9i2.36934,oai:ojs.pkp.sfu.ca:article/36934
Program Studi Pendidikan Fisika FKIP Universitas Jambi,3,IDENTIFICATION OF STUDENTS' CONCEPTUAL UNDERSTANDING OF TEMPERATURE AND HEAT MATERIAL,"Trisnasari, Erine; Oksiana, Sarina",The purpose of this study was to determine the conceptual understanding of eleventh-grade students in Science-Three at Senior High School 8 Malang on the topic of temperature and heat. The study used a survey method with a multiple-choice question instrument that had been tested. The data analysis technique used was quantitative descriptive analysis based on the percentage of students' level of understanding. The questions were analyzed by the level of difficulty. The results of the study indicated that students' conceptual understanding score was 45.4%. It can be concluded that eleventh-grade students in Science-Three at Senior High School 8 Malang have a moderate level of understanding of the concepts of temperature and heat. The study revealed that many students had misconceptions about heat capacity and heat equilibrium. This study revealed that many students have misconceptions about heat capacity and heat equilibrium indicating that students do not fully understand this material. The author analyzed students' responses to questions categorized as difficult to determine the extent of their conceptual understanding when answering.,Conceptual understanding; Heat; Temperature; Pemahaman konsep; Suhu; Kalor,2024-12-12,https://online-journal.unja.ac.id/EDP/article/view/37601,10.59052/edufisika.v9i3.37601,oai:ojs.pkp.sfu.ca:article/37601
Program Studi Pendidikan Fisika FKIP Universitas Jambi,3,BIOACTIVE GLASS BONE IMPLANT MATERIALS FROM CANE WASTE AND EGG SHELL WASTE: BAHAN IMPLAN TULANG KACA BIOAKTIF DARI SAMPAH TEBU DAN SAMPAH KULIT TELUR,"Nafiusokhib, Nafiusokhib; Marwoto, Putut; Nurbaiti, Upik; Astuti, Budi; Fianti, Fianti; Yulianto, Agus","Sugarcane bagasse and eggshell waste are common types of waste found in Indonesia. This article introduces an innovation to utilize these two waste materials as bone implant materials, offering a way to increase their economic value. Bone implant materials primarily consist of SiO2 and CaO, both of which can be derived from sugarcane bagasse and eggshell waste. The process of making bone implants begins with the purification of sugarcane bagasse and eggshell waste to produce SiO2 and CaO compounds. Characterizations conducted at each stage of the reaction process in this research include FTIR, XRD, and SEM.The purification of sugarcane bagasse into SiO2 is carried out using a hydrothermal reaction, while the purification of eggshell waste is performed using the calcination method. Once the high-purity raw materials are obtained, the process continues with the production of bioactive glass. Bioactive glass is a biomatrix material used as a bone implant material. Its composition requires SiO2 = 45%, Na2O = 25%, CaO = 25%, and P2O5 = 5% (weight/weight). The sol-gel method is employed to produce the bioactive glass.After the bioactive glass material is produced, it is further characterized to evaluate its structure and properties. Additionally, bioactivity testing is conducted using SBF (Simulated Body Fluid) to ensure its safety when used as a bone implant and its interaction with body tissues.",Bioactive Glass; Egg Shell; Sugarcane Bagasse; Ampas Tebu;Cangkang Telur; Bioactive Glass; CaO; SiO2,2024-12-13,https://online-journal.unja.ac.id/EDP/article/view/38176,10.59052/edufisika.v9i3.38176,oai:ojs.pkp.sfu.ca:article/38176
Program Studi Pendidikan Fisika FKIP Universitas Jambi,3,THE RELATIONSHIP BETWEEN SCIENCE PROCESS SKILLS AND 21ST CENTURY SKILLS IN SCIENCE LEARNING: SYSTEMATIC LITERATURE REVIEW,"Azzahra, Miftahul Zannah; Nawahdani, Ahmad Mansur; Falani, Ilham","The purpose of this study was to explore and analyze the relationship between science process skills and 21st-century skills in science learning through the Systematic Literature Review approach. Data collection was carried out using a reference manager application, namely Publish or Perish. The search strategy used keywords developed from the main concepts, namely science process skills and 21st-century skills in science education. The collected data were then stored in *.ris format for further analysis using VOSviewer software. Bibliometric analysis was used to assess opportunities for future scientific research. This study used metadata from 400 articles. This metadata was extracted from the Scopus and Google Scholar databases. Metadata was evaluated using Vosviewer to build its visualization. This mapping process consists of three types of visualizations, namely network visualization, density visualization, and overlay visualization. The results of the study indicate that science process skills are closely related to 21st-century skills, especially in terms of critical thinking, computational thinking, and inquiry-based learning.",21st Century Skills; Science Learning; Science Process Skills; Systematic Literature Review,2024-12-29,https://online-journal.unja.ac.id/EDP/article/view/38451,10.59052/edufisika.v9i3.38451,oai:ojs.pkp.sfu.ca:article/38451
Program Studi Pendidikan Fisika FKIP Universitas Jambi,3,EXPLORATION OF STUDENT ACTIVITY IN LESSON STUDY LEARNING WITH TRANSCRIPT BASED LESSON ANALYSIS USING NVIVO,"Amroh; Susanti, Nova; Dani, Rahma","This study aims to describe the learning process that takes place when using lesson study based on Transcript Based Lesson Analysis (TBLA) in the climate change course and describes the exploration of lesson study learning in the climate change course with Transcript based lesson analysis using nvivo. This study uses a qualitative method with a case study approach, where data is collected through videos, voice recordings and documentation that is made into a conversation transcript in excel consisting of numbers, minutes, seconds, speakers and utterances, then the excel is analyzed using NVivo. The results of the analysis show that the TBLA-based lesson study method increases the active involvement of students in group discussions, student-teacher interactions, and in individual learning activities. The use of NVivo allows efficient and systematic data processing, providing visualization of interactions in the form of word clouds, word trees, and graphs to identify key themes in learning. This study is the first to use NVivo to analyze Transcript Based Lesson Analysis (TBLA) data in the context of climate change learning. Previously, TBLA analysis was carried out manually, which was less efficient and potentially biased. The use of NVivo speeds up analysis, increases accuracy, and allows for more complex data visualization.",Activeness; Lesson Study; NVivo; Transcript based lesson analysis,2025-03-25,https://online-journal.unja.ac.id/EDP/article/view/38507,10.59052/edufisika.v10i1.38507,oai:ojs.pkp.sfu.ca:article/38507
Program Studi Pendidikan Fisika FKIP Universitas Jambi,3,FIVE-TIER FORMAT MISCONCEPTION DIAGNOSTIC INSTRUMENT: SYSTEMATIC LITERATURE REVIEW,"Triani, Elza; Fahlani, Ilham","This study aims to identify the types of misconceptions in physics learning and their causes through a systematic literature review. Misconceptions, triggered by internal factors such as incorrect initial understanding and external factors such as inappropriate learning resources, are a major challenge in physics learning. The five-level diagnostic instrument offers an effective solution to comprehensively analyze misconceptions by evaluating students' answers, the reasons behind them, and their beliefs about the answers. A bibliometric analysis of 317 articles (2015–2024) using VOSviewer showed three main themes: students' understanding, diagnostic tool development, and teaching effectiveness. The findings showed that students' misconceptions often occur in abstract physics concepts, such as motion and force. The five-level instrument allows for deeper identification than other instruments, helping teachers to carry out more targeted learning interventions. The results of this study confirm that the use of the five-level diagnostic instrument significantly improves students' understanding of physics concepts and reduces misconceptions. In addition, this study highlights the need to develop more effective diagnostic instruments to support better physics learning processes",Diagnostic Instrument; Five-Tier; Misconceptions; Physics Learning; Systematic Literature Review,2024-12-29,https://online-journal.unja.ac.id/EDP/article/view/38725,10.59052/edufisika.v9i3.38725,oai:ojs.pkp.sfu.ca:article/38725
Program Studi Pendidikan Fisika FKIP Universitas Jambi,3,LITERATURE REVIEW: THE IMPACT OF PROBLEM-BASED LEARNING (PBL) MODEL ON STUDENTS' COLLABORATION SKILLS IN 21ST CENTURY SCIENCE EDUCATION,"Oktavia, Sri Wina; Siburian, Jodion; Hakim, M. Arif Rahman","The research aims to review the impact of the Problem-Based Learning (PBL) model on students' collaboration skills in science learning through a literature review of various related studies. The method used is a literature review by analyzing several articles that discuss the use of PBL in science learning and its impact on improving students' collaboration skills. The results showed that PBL significantly contributed to the improvement of students' collaborative skills. With the implementation of PBL, students actively participate in solving problems, discussing and working together effectively, which contributes positively to improving their learning outcomes and scientific communication skills. The research also revealed that the success of PBL implementation is strongly influenced by the teacher's role in managing group dynamics and facilitating the learning process. The implication of the study is that PBL can be adopted as an effective learning model in improving students' collaboration skills. Proper implementation and strong teacher support can ensure the success of PBL implementation in improving students' collaborative skills in various learning contexts, especially in science.",Collaboration skills; Literature review; Problem-based learning (PBL); Science learning,2024-12-29,https://online-journal.unja.ac.id/EDP/article/view/38996,10.59052/edufisika.v9i3.38996,oai:ojs.pkp.sfu.ca:article/38996
Program Studi Pendidikan Fisika FKIP Universitas Jambi,3,ANALYSIS OF ENERGY CONCEPTS THROUGH PHET SIMULATION: A CASE STUDY ON SKATE PARK,"Sudirman, Sudirman; Marwoto, Putut; Nugroho, Sunyoto Eko","This study aims to analyze students' understanding of energy concepts through the PhET simulation in the case of the Skate Park. Energy concepts, including kinetic energy, potential energy, and mechanical energy, often present challenges in physics education, particularly in the context of visual and interactive comprehension. In this study, the PhET ""Energy Skate Park"" simulation was used to observe energy changes in objects moving along a skate park track at various heights. The study involved high school students conducting experiments using this simulation to understand the basic principles of physics related to energy changes. Data were collected through direct observations and pre-test and post-test quizzes to assess the improvement in students' understanding of energy concepts. The results showed that using the PhET simulation significantly helped students understand the changes between kinetic energy, potential energy, and mechanical energy in a more tangible and visual context. The average post-test score (86.67) demonstrated an increase of 24 points compared to the pre-test score (62.67), with the standard deviation decreasing from 7.91 to 6.05, indicating a more consistent understanding among students. The simulation effectively assisted students in building conceptual schemas through interactive visualization and virtual experiments, aligning with constructivist theory, experiential learning, and multimedia learning theories.The simulation also demonstrated its potential to enhance student engagement and their ability to apply physics concepts to real-life situations.",Kinetic energy; Mechanical energy; Potential energy,2024-12-30,https://online-journal.unja.ac.id/EDP/article/view/40039,10.59052/edufisika.v9i3.40039,oai:ojs.pkp.sfu.ca:article/40039
Program Studi Pendidikan Fisika FKIP Universitas Jambi,3,EFFECT OF FERMENTATION DURATION ON THE ELECTRICAL PROPERTIES OF KETAPANG AND TAMARIND EXTRACTS,"Mauliza, Ririn; Afrida, Juniar","Ketapang fruit (Terminalia catappa L.) and tamarind fruit (Tamarindus indica L.) contain electrolytes that have the potential to serve as alternative energy sources for bio-batteries. This study aims to examine the effect of fermentation duration of extracts from both fruits on pH, electrical voltage, electrical current, and electrical power. This is an experimental study. The fruit samples were fermented for 10 days with varying concentrations of 50, 100, 150, 200, and 250 ppm for each solution. Measurements were carried out using a digital pH meter and a multimeter to determine the electrochemical characteristics. The results showed that the pH of the solution tended to increase during fermentation, with the lowest pH recorded on day 0 in the tamarind solution (250 ppm, pH 6.4) and the highest on day 10 in the ketapang solution (50 ppm, pH 8.1). The electrical voltage of the ketapang solution at all concentrations showed a fluctuating trend. The electrical current consistently showed negative results (-0.010 to -0.020 mA), indicating that the direction of charge flow was opposite to conventional outputs. The electrical power was directly proportional to the voltage and current but showed instability in the ketapang solution. The alkalization process during fermentation contributed to changes in the electrochemical properties of the solution. The increase in pH influenced ion conductivity and electrochemical mechanisms, such as the movement of hydroxide ions (OH-minus). This study indicates that ketapang and tamarind fruits can be utilized as alternative energy sources for bio-battery.",Bio-battery; Fermentation; Fruits,2024-12-31,https://online-journal.unja.ac.id/EDP/article/view/40532,10.59052/edufisika.v9i3.40532,oai:ojs.pkp.sfu.ca:article/40532
Program Studi Pendidikan Fisika FKIP Universitas Jambi,3,IMPLEMENTATION OF THE PBL MODEL INTEGRATED WITH STEM-EDP TO IMPROVE NUMERACY LITERACY SKILLS IN HIGH SCHOOL STUDENTS,"Nasution, Tiara Anraladila; Abdurrahman, Abdurrahman; Wicaksono , Blasius Anggit; Rosidin , Undang","The Importance of Numeracy Literacy Skills in High School Students and the Effectiveness of the PBL Model Integrated with STEM-EDP. Numeracy literacy skills in students need to be improved, as these skills are essential in 21st-century education. This study aims to describe the effectiveness of implementing the PBL model integrated with STEM-EDP to enhance high school students' numeracy literacy skills on straight motion. The research was conducted at SMAN 13 Bandar Lampung using a quantitative experimental approach with a nonequivalent pretest-posttest control group design. The instrument used was an essay test. Learning with the PBL-STEM-EDP model has improved students' numeracy literacy skills. This is evident from the average N-gain score in the experimental class, which was 0.79, compared to 0.33 in the control class. These data indicate a significant difference in numeracy literacy skills between the experimental and control classes. This finding is supported by the results of the Independent Sample T-Test, Paired T-Test, and ANCOVA, which yielded a Sig. (2-tailed) value of 0.000 &lt; 0.05. Thus, it can be concluded that the PBL model integrated with STEM-EDP is effective in improving students' numeracy literacy skills. Additionally, the effect size value of 0.802 indicates that the PBL-STEM-EDP model has a strong influence on enhancing students' numeracy literacy skills. Future researchers should not only observe students' initial and final abilities but also examine the learning process in more detail.",EDP; Numeracy Literacy Skills; PBL; STEM,2025-04-14,https://online-journal.unja.ac.id/EDP/article/view/41893,10.59052/edufisika.v10i1.41893,oai:ojs.pkp.sfu.ca:article/41893
Program Studi Pendidikan Fisika FKIP Universitas Jambi,3,STEM-BASED E-MODULES: THE KEY TO UNLOCKING STUDENT CREATIVITY IN THE DIGITAL AGE,"Permata Sari, Devi; Wiyono, Ketang; Siahaan, Sardianto Markos","This research is classified as qualitative descriptive research. This study aims to assess the need for the use of E-Modules as a tool in high school physics subjects. This research uses a qualitative descriptive approach. The research survey questionnaire as an instrument. The questionnaire was distributed through a google form link, which was then filled in online by 1st and 3rd semester students who had studied physics subjects especially the subject of alternating current electricity. This research focuses on high school students class XII. The research involved 54 student respondents. The results showed that all respondents or 100% of students stated that they really need STEM-based learning to be used as a learning resource. Based on this research, there is a need for a learning E-Module as a learning media. This preliminary research will be developed into further research to create a STEM-based learning E-Module to train creative thinking skills on direct current electricity material",E-Modules; Creative thinking skills; STEM,2025-04-19,https://online-journal.unja.ac.id/EDP/article/view/41917,10.59052/edufisika.v10i1.41917,oai:ojs.pkp.sfu.ca:article/41917
